,Order_No,Time from Pickup to Arrival
1658,Order_No_17654,916.1000284413963
1659,Order_No_3571,836.848039071371
1660,Order_No_16851,933.9299510186192
1661,Order_No_22252,974.9240009923624
1662,Order_No_12892,692.9100709161066
1663,Order_No_9029,1321.620649092178
1664,Order_No_23373,1098.1741527622696
1665,Order_No_21832,1689.4210165091208
1666,Order_No_14121,1120.2247594251282
1667,Order_No_6610,1250.4436764091333
1668,Order_No_25857,2102.871777698218
1669,Order_No_3061,760.9056902927783
1670,Order_No_27749,1101.605982314368
1671,Order_No_18092,1244.4188567925714
1672,Order_No_25715,1547.0927155329446
1673,Order_No_10350,1655.847598327219
1674,Order_No_8229,2283.069559228885
1675,Order_No_27857,978.2624134454059
1676,Order_No_21721,2399.462485533264
1677,Order_No_24121,2111.9842874466176
1678,Order_No_20879,1358.710018010394
1679,Order_No_17356,1140.2241711052307
1680,Order_No_13869,887.0316675577033
1681,Order_No_17421,2165.460857180038
1682,Order_No_19906,1246.66068658176
1683,Order_No_12999,1040.634330065554
1684,Order_No_14200,1341.5656948455833
1685,Order_No_18895,1808.8567217657478
1686,Order_No_14186,1095.7182230376168
1687,Order_No_16825,1134.7206417532407
1688,Order_No_19578,1172.6106683385726
1689,Order_No_22169,2444.0591925676235
1690,Order_No_8928,2287.0207285064894
1691,Order_No_22970,1248.5340302671268
1692,Order_No_5504,3674.311041907781
1693,Order_No_19277,1361.3880357164905
1694,Order_No_15396,1656.6867747691454
1695,Order_No_18969,1963.8192841269797
1696,Order_No_3980,1348.3183323698397
1697,Order_No_17306,1471.2830214564656
1698,Order_No_25747,1178.191817473544
1699,Order_No_2749,1088.647775113569
1700,Order_No_2453,996.8033882093771
1701,Order_No_8431,1003.9583534756761
1702,Order_No_24710,1361.5746095781099
1703,Order_No_1013,1561.0551661736745
1704,Order_No_25574,1668.7133642383733
1705,Order_No_984,2171.3597670143927
1706,Order_No_18289,2037.7340773315123
1707,Order_No_12289,2303.331465987161
1708,Order_No_9789,2030.3881844851237
1709,Order_No_22418,1976.0106141123058
1710,Order_No_20762,1492.4365581521538
1711,Order_No_8354,1306.0466442376264
1712,Order_No_12910,936.5671201343716
1713,Order_No_21283,1133.6064619876493
1714,Order_No_21032,2096.992556194591
1715,Order_No_10111,928.8335435607464
1716,Order_No_16188,1382.925806158278
1717,Order_No_26761,1178.8141145439533
1718,Order_No_25610,1149.5662712421413
1719,Order_No_20686,1145.1394282583362
1720,Order_No_22107,2062.5918769202276
1721,Order_No_7580,2045.564667276025
1722,Order_No_16847,1591.77121829027
1723,Order_No_1449,1758.1424239846458
1724,Order_No_10022,1448.594102503359
1725,Order_No_8689,1133.4134692898012
1726,Order_No_15490,1164.7951844932077
1727,Order_No_20643,596.9906068338056
1728,Order_No_23287,2287.0127106568816
1729,Order_No_25576,965.8207222110334
1730,Order_No_24590,1477.2476982075239
1731,Order_No_2263,2008.048220279267
1732,Order_No_19336,2108.2721422293553
1733,Order_No_18882,2101.311984697212
1734,Order_No_27766,2405.861711201841
1735,Order_No_7801,1616.8686821540555
1736,Order_No_19428,1370.1060216413057
1737,Order_No_23924,1380.8787819279914
1738,Order_No_15375,3975.090693850161
1739,Order_No_17196,1359.1564922356004
1740,Order_No_19442,1045.3207480267624
1741,Order_No_8680,1652.0541733261996
1742,Order_No_9759,880.3419600182442
1743,Order_No_16868,1441.001989643738
1744,Order_No_11783,2200.703276728942
1745,Order_No_5970,1504.5632047997697
1746,Order_No_7186,1474.6027437892196
1747,Order_No_9644,2723.7485471685163
1748,Order_No_27646,847.4531121056668
1749,Order_No_23592,1435.908314307789
1750,Order_No_3984,1052.035454556083
1751,Order_No_27071,1823.0170925166553
1752,Order_No_5488,1800.8140251639531
1753,Order_No_25210,827.320379031488
1754,Order_No_23985,1781.3252110328096
1755,Order_No_18009,1205.6742188812307
1756,Order_No_25282,941.2078042915932
1757,Order_No_2029,2780.477017350176
1758,Order_No_17703,1373.3848949732956
1759,Order_No_22539,1109.3086119554482
1760,Order_No_16883,3041.994350961386
1761,Order_No_17083,2424.751839428086
1762,Order_No_10193,1027.9853321205348
1763,Order_No_25629,2498.287663097975
1764,Order_No_784,1032.6230518676527
1765,Order_No_13429,1431.0422931709022
1766,Order_No_3427,1506.3703857605956
1767,Order_No_21473,1203.8181617508642
1768,Order_No_1162,2274.9458282587907
1769,Order_No_604,1530.9155191780399
1770,Order_No_11781,1679.2271213071572
1771,Order_No_14298,1186.4674230333258
1772,Order_No_9695,1458.969562043179
1773,Order_No_6582,1392.318896759919
1774,Order_No_25726,1367.1569260387334
1775,Order_No_11901,1497.5977434759784
1776,Order_No_27638,1423.7250433833988
1777,Order_No_3773,1804.9758725378028
1778,Order_No_16833,1186.6745270797614
1779,Order_No_15992,700.0790604959554
1780,Order_No_25710,1044.046765030081
1781,Order_No_27634,1808.8602047012018
1782,Order_No_1867,1576.5044904520878
1783,Order_No_11273,1529.9646770489885
1784,Order_No_25598,1352.5691704135556
1785,Order_No_10946,2137.7357829312996
1786,Order_No_804,1560.3971261205777
1787,Order_No_23033,1471.8422561425018
1788,Order_No_8896,891.7712741605225
1789,Order_No_4580,2266.043265877759
1790,Order_No_127,2095.6048182464538
1791,Order_No_13178,1904.8211194019948
1792,Order_No_15234,1164.72766645483
1793,Order_No_8813,1115.787411280894
1794,Order_No_20137,960.8082549345875
1795,Order_No_6985,1691.296283765089
1796,Order_No_12502,1657.2790940844072
1797,Order_No_319,2000.131989222678
1798,Order_No_28068,2330.4370481957567
1799,Order_No_12463,1414.3780799410488
1800,Order_No_19344,1428.571570514272
1801,Order_No_19624,2440.7392602229806
1802,Order_No_23577,1214.7913030820114
1803,Order_No_21017,1863.557526109395
1804,Order_No_11014,1649.3152238090581
1805,Order_No_26841,1415.3337799411433
1806,Order_No_18107,1447.666228882907
1807,Order_No_9527,1131.7959974713158
1808,Order_No_15093,1803.8210005792362
1809,Order_No_24254,1223.049246287313
1810,Order_No_1434,1175.7478377667642
1811,Order_No_7131,2239.9528900733353
1812,Order_No_5297,1055.1383634198382
1813,Order_No_13640,1685.6683883824194
1814,Order_No_11893,2465.2746736029703
1815,Order_No_22940,1210.3320152521715
1816,Order_No_26272,1333.0057061890964
1817,Order_No_9408,941.8835592857391
1818,Order_No_15094,1733.3508880190595
1819,Order_No_9956,2807.183575414974
1820,Order_No_21383,1528.8015946759544
1821,Order_No_19182,1919.3437294198784
1822,Order_No_16683,2774.3200537328
1823,Order_No_16381,1238.2316480683062
1824,Order_No_16445,2437.141297688598
1825,Order_No_6257,1224.2923544896753
1826,Order_No_23651,1560.8669589348642
1827,Order_No_13317,1489.1618611183173
1828,Order_No_20291,1239.8000098435812
1829,Order_No_22958,1300.804721229347
1830,Order_No_14227,1820.6882634660521
1831,Order_No_11052,2543.212550521715
1832,Order_No_4685,1083.7214137558576
1833,Order_No_7783,1967.336944746903
1834,Order_No_14157,2764.2583237115587
1835,Order_No_21015,919.974869466802
1836,Order_No_2556,1104.181600941086
1837,Order_No_14255,1336.9961509902496
1838,Order_No_22151,2351.164205810068
1839,Order_No_10327,1676.0414168672291
1840,Order_No_10546,905.3263190744187
1841,Order_No_24729,2311.4647202116766
1842,Order_No_9010,1317.396770897067
1843,Order_No_1964,1271.5341434804468
1844,Order_No_24782,1570.6221016096674
1845,Order_No_2574,1695.377178368331
1846,Order_No_21982,1203.3479399536825
1847,Order_No_2550,3724.7721588614986
1848,Order_No_17017,2185.6841726223424
1849,Order_No_15755,1414.097911531853
1850,Order_No_19444,1127.5868799870336
1851,Order_No_3554,2234.4169745282034
1852,Order_No_3943,932.6191265550362
1853,Order_No_26262,1407.712617149151
1854,Order_No_25343,2334.997787808033
1855,Order_No_8346,890.239375376941
1856,Order_No_7348,1706.9902084289074
1857,Order_No_16703,1662.3977102845945
1858,Order_No_25165,2089.8446920600736
1859,Order_No_11181,1848.7394720628372
1860,Order_No_19522,1065.7056798887734
1861,Order_No_6242,1097.7083582998325
1862,Order_No_16029,1324.700946086106
1863,Order_No_10140,825.1659358041505
1864,Order_No_19028,2061.5584911098404
1865,Order_No_25988,2505.2494963204344
1866,Order_No_5306,1017.8457459036831
1867,Order_No_15537,1521.8315118348028
1868,Order_No_7132,1529.4812194642764
1869,Order_No_4515,2424.6703347565954
1870,Order_No_22468,1270.3273079014261
1871,Order_No_26150,2459.9867728061454
1872,Order_No_8176,1406.3654014339886
1873,Order_No_21218,1067.1743879666246
1874,Order_No_12390,1764.874114135302
1875,Order_No_27507,1468.2492595324127
1876,Order_No_4122,1362.9761280112396
1877,Order_No_6798,2305.385292668512
1878,Order_No_26188,1459.1233108048382
1879,Order_No_19274,1397.0138097089684
1880,Order_No_25521,1505.0693276112177
1881,Order_No_24949,1388.832771571374
1882,Order_No_16309,1901.9424431358727
1883,Order_No_22873,645.2391279380181
1884,Order_No_2095,1972.2451438676653
1885,Order_No_9436,1022.3704532027257
1886,Order_No_18053,2546.531551414194
1887,Order_No_1063,805.944202485263
1888,Order_No_3875,1071.519001600536
1889,Order_No_2647,2063.6991915243407
1890,Order_No_7628,1366.454444322751
1891,Order_No_20941,1055.8209662580373
1892,Order_No_22306,847.4449158843152
1893,Order_No_1563,1455.7262030651927
1894,Order_No_17036,1101.055375966343
1895,Order_No_22179,1572.9865729264366
1896,Order_No_2109,1146.5577091608473
1897,Order_No_2777,2232.9129408469594
1898,Order_No_9379,2385.437214504039
1899,Order_No_3866,1503.9790357402997
1900,Order_No_20297,934.178457580022
1901,Order_No_10280,891.1921319616338
1902,Order_No_6937,1227.7386278306562
1903,Order_No_9335,1582.362781500181
1904,Order_No_614,1878.96580119811
1905,Order_No_16042,2157.399130075845
1906,Order_No_935,923.57394698944
1907,Order_No_8282,731.7614554591285
1908,Order_No_8974,1257.7810421093545
1909,Order_No_5904,1635.8307464204079
1910,Order_No_12844,1848.368842490785
1911,Order_No_256,961.3815498969783
1912,Order_No_14050,501.15431792581
1913,Order_No_4829,1113.027571347102
1914,Order_No_20977,2477.289921982827
1915,Order_No_19789,1191.381802588516
1916,Order_No_24015,1197.472700957501
1917,Order_No_23868,1527.6788641847459
1918,Order_No_4842,658.480231648289
1919,Order_No_22210,1328.0547669269865
1920,Order_No_23354,5039.174659265707
1921,Order_No_6577,1427.785240254711
1922,Order_No_12378,1883.2719038202254
1923,Order_No_25530,1072.9867322631953
1924,Order_No_24984,854.2684406055005
1925,Order_No_12714,1384.9509991519162
1926,Order_No_26084,1276.597097699089
1927,Order_No_23984,1753.0256347961301
1928,Order_No_2036,1443.0598052214846
1929,Order_No_6670,2779.6399924687003
1930,Order_No_22080,948.2657481531185
1931,Order_No_15856,776.2541302864631
1932,Order_No_18926,853.7279821970806
1933,Order_No_21966,1519.248109765346
1934,Order_No_4115,3042.7223843158154
1935,Order_No_8474,1998.3511850993084
1936,Order_No_17315,1269.8673841925945
1937,Order_No_19890,1507.294468256819
1938,Order_No_23923,1284.980548535924
1939,Order_No_8126,3081.8412680756564
1940,Order_No_17643,1541.6071835019438
1941,Order_No_14091,1308.8367330161682
1942,Order_No_11744,1300.0956357258508
1943,Order_No_16828,1168.310395242809
1944,Order_No_21117,1571.7643146122505
1945,Order_No_27658,1323.8593511030383
1946,Order_No_9340,2537.533732502223
1947,Order_No_27096,1644.4769768859876
1948,Order_No_1501,2379.4784600990183
1949,Order_No_1457,2062.173190507708
1950,Order_No_22930,1345.7067957754855
1951,Order_No_8646,965.6516399608918
1952,Order_No_9511,1605.2098991102307
1953,Order_No_26094,1006.5753699846034
1954,Order_No_7002,1451.693131502873
1955,Order_No_15749,1335.9227129423932
1956,Order_No_2644,1957.474263396638
1957,Order_No_18704,1435.3604244361095
1958,Order_No_10368,2029.724382377051
1959,Order_No_3453,1178.4661502144402
1960,Order_No_27734,863.328874332999
1961,Order_No_24946,1004.300967651944
1962,Order_No_27772,1975.9043530047338
1963,Order_No_11578,1328.762776682371
1964,Order_No_12446,1234.6545541202336
1965,Order_No_2705,963.7352587237297
1966,Order_No_7376,1002.3907528472239
1967,Order_No_1066,2392.5112613993056
1968,Order_No_3756,1203.821117707021
1969,Order_No_2753,1804.393957818188
1970,Order_No_16430,2691.8752596842623
1971,Order_No_10795,922.6112734793169
1972,Order_No_19401,2263.326876158108
1973,Order_No_4572,1364.7042925497137
1974,Order_No_2411,1342.902042325269
1975,Order_No_9352,2048.4833834965452
1976,Order_No_21900,976.7528125737806
1977,Order_No_24512,1578.5967658095997
1978,Order_No_25323,2158.1283405303448
1979,Order_No_14387,1127.705714584134
1980,Order_No_18508,1168.4853864415613
1981,Order_No_20206,2401.9451269392675
1982,Order_No_18088,1971.9477679990634
1983,Order_No_7280,2338.080492266061
1984,Order_No_23298,1190.679754120141
1985,Order_No_3003,807.3288571513407
1986,Order_No_26178,610.3469444471867
1987,Order_No_6280,972.552334750776
1988,Order_No_6436,2100.235841013313
1989,Order_No_21055,1307.5269513681947
1990,Order_No_24393,1177.6917619668236
1991,Order_No_13353,1140.1296172558737
1992,Order_No_6887,1331.8572743405366
1993,Order_No_25408,1391.2597341121063
1994,Order_No_27884,1318.5913639238643
1995,Order_No_19519,1588.699309089276
1996,Order_No_3290,778.9912851147229
1997,Order_No_23436,2076.301518176063
1998,Order_No_18966,734.3939281016463
1999,Order_No_829,2077.1816699504498
2000,Order_No_1880,1509.2934129627674
2001,Order_No_23337,1720.7045655974853
2002,Order_No_7576,1468.2236022942898
2003,Order_No_8810,2228.7575709574458
2004,Order_No_15795,2458.744003744976
2005,Order_No_19469,994.0612051391462
2006,Order_No_2487,1875.7224605561187
2007,Order_No_17502,1477.0894332624794
2008,Order_No_17132,2098.9625246607375
2009,Order_No_21254,3484.172117026044
2010,Order_No_10442,1810.9167924850926
2011,Order_No_10312,1195.9172554010884
2012,Order_No_27410,1042.170088731421
2013,Order_No_11326,1320.508333043224
2014,Order_No_12760,2534.291025458497
2015,Order_No_6499,1296.3424245937185
2016,Order_No_12145,1683.0013705054748
2017,Order_No_4070,1455.7167948476401
2018,Order_No_21361,3387.7808251716133
2019,Order_No_19555,1057.5744384614532
2020,Order_No_7370,1211.5561943368625
2021,Order_No_27330,1928.5503965524194
2022,Order_No_6142,1533.151049678723
2023,Order_No_14565,1767.598969070094
2024,Order_No_26825,2265.222650871122
2025,Order_No_1174,1008.2738318990259
2026,Order_No_13671,1468.5877679589282
2027,Order_No_19314,1425.2036083149314
2028,Order_No_16314,1194.4479732229481
2029,Order_No_6211,1597.6417799404553
2030,Order_No_12870,2321.245666794474
2031,Order_No_27248,849.6051111710324
2032,Order_No_4654,1355.247545112459
2033,Order_No_15448,2235.95510731973
2034,Order_No_13690,1583.0181554405187
2035,Order_No_23109,502.332363941627
2036,Order_No_27343,2182.0689998573
2037,Order_No_19496,2524.559512408577
2038,Order_No_18710,1011.4340884866194
2039,Order_No_6986,1879.1837774545083
2040,Order_No_16459,1451.2714104196184
2041,Order_No_28208,1441.9992011623272
2042,Order_No_16564,1145.726318952857
2043,Order_No_23282,872.8699761004136
2044,Order_No_8309,1500.5080684197153
2045,Order_No_16616,1017.0564077470451
2046,Order_No_21391,1628.7234494451782
2047,Order_No_28223,1648.5311144206876
2048,Order_No_10533,1524.7079850894274
2049,Order_No_9456,1356.814323839178
2050,Order_No_2221,2442.17203624183
2051,Order_No_25138,2424.4614912314673
2052,Order_No_18298,1223.5485408886962
2053,Order_No_9510,989.0912566792699
2054,Order_No_2485,2844.991867897331
2055,Order_No_27327,1112.4387002210344
2056,Order_No_18819,1046.8725024274513
2057,Order_No_2028,1899.7415339576107
2058,Order_No_6571,2532.3477355478003
2059,Order_No_28006,2288.852330394461
2060,Order_No_24967,1012.1379104446504
2061,Order_No_1444,2461.7205091983114
2062,Order_No_20501,2175.7325323413725
2063,Order_No_15671,1714.3949923416158
2064,Order_No_1033,877.793429636517
2065,Order_No_2136,1241.1445064837765
2066,Order_No_1601,1163.3364458869396
2067,Order_No_3174,3294.617017707971
2068,Order_No_23725,1514.650889507206
2069,Order_No_20705,988.4251106020175
2070,Order_No_8881,3477.1379095365005
2071,Order_No_23904,1399.8183410470842
2072,Order_No_4742,953.537620149048
2073,Order_No_10182,1345.9701796328768
2074,Order_No_20877,1243.9765293498372
2075,Order_No_20107,1127.0577413180827
2076,Order_No_25174,837.1804339478775
2077,Order_No_992,1453.6345190568018
2078,Order_No_25564,916.706047885672
2079,Order_No_13620,1295.6915267791392
2080,Order_No_25209,2770.322020439923
2081,Order_No_7631,967.8355496893364
2082,Order_No_6886,1260.95136923649
2083,Order_No_2227,727.7069940863377
2084,Order_No_9777,1327.7648737941286
2085,Order_No_5450,2225.785038576252
2086,Order_No_26499,1650.3553567529539
2087,Order_No_15936,982.124107085303
2088,Order_No_8849,2019.358640002477
2089,Order_No_11169,2643.6839710802833
2090,Order_No_4819,965.9756846153215
2091,Order_No_18974,2636.740849174419
2092,Order_No_5098,1532.945212253505
2093,Order_No_27586,1718.0866311588893
2094,Order_No_15052,1141.010138353598
2095,Order_No_3052,881.1618833348916
2096,Order_No_11165,2198.540465785526
2097,Order_No_5241,1846.405424673179
2098,Order_No_3395,2897.846336450323
2099,Order_No_22174,1437.6054818802368
2100,Order_No_12260,2989.6917522012664
2101,Order_No_18668,1466.953088406797
2102,Order_No_27246,1525.4354834830892
2103,Order_No_15071,1129.4059764244996
2104,Order_No_22211,1322.1499744182006
2105,Order_No_26363,1105.18095238333
2106,Order_No_5779,2129.7873758964547
2107,Order_No_13413,1367.45776109138
2108,Order_No_12810,1263.61904304564
2109,Order_No_26119,1184.4465185591364
2110,Order_No_13151,1529.312819442945
2111,Order_No_10631,1198.6152478541742
2112,Order_No_3649,1735.000851103182
2113,Order_No_14329,1333.165048740037
2114,Order_No_2248,616.2807310938373
2115,Order_No_15215,1175.3185601582404
2116,Order_No_10649,1562.1893860216546
2117,Order_No_12531,1530.4540593503339
2118,Order_No_20424,999.9324127600837
2119,Order_No_25851,977.558651706511
2120,Order_No_1657,2143.085742321708
2121,Order_No_9925,948.2086262201535
2122,Order_No_7860,3380.618977696487
2123,Order_No_15403,1440.6520053935942
2124,Order_No_8544,1044.3078425749216
2125,Order_No_18308,1277.2276505124216
2126,Order_No_23126,760.8685910445558
2127,Order_No_26875,1138.840127147343
2128,Order_No_11533,1207.0084835033329
2129,Order_No_8815,919.083590676026
2130,Order_No_24322,823.3386266254265
2131,Order_No_20793,1610.0247734860536
2132,Order_No_3402,2239.7516960414137
2133,Order_No_18786,1761.2688903734806
2134,Order_No_17095,899.8200780676867
2135,Order_No_16441,2191.3523097345414
2136,Order_No_22795,1556.0984360082743
2137,Order_No_19926,1135.5865028365965
2138,Order_No_9111,1262.3432286167404
2139,Order_No_27945,2286.102763282106
2140,Order_No_5614,1409.089491728109
2141,Order_No_15547,823.2388757576967
2142,Order_No_25790,1969.3587409385632
2143,Order_No_20766,690.0603596739797
2144,Order_No_20374,2248.888437520135
2145,Order_No_18385,1164.8738809176007
2146,Order_No_18143,1863.7269276096795
2147,Order_No_4835,1567.6784085117479
2148,Order_No_21379,2268.302047947847
2149,Order_No_5444,2897.204911082693
2150,Order_No_3401,1189.5352961229094
2151,Order_No_6604,2480.2704136107723
2152,Order_No_6496,1022.3074148474208
2153,Order_No_213,1746.2534884470128
2154,Order_No_10714,1987.8043708061123
2155,Order_No_7152,1037.6380669215114
2156,Order_No_82,1245.6422265675678
2157,Order_No_1790,952.6979050667312
2158,Order_No_13605,3727.6934582029303
2159,Order_No_26575,2610.1489929328827
2160,Order_No_27651,2181.9939638272144
2161,Order_No_3745,1542.929222539727
2162,Order_No_25540,1187.7341214448118
2163,Order_No_22822,1218.2073768288762
2164,Order_No_2919,917.5882384283094
2165,Order_No_27152,1422.8619835234028
2166,Order_No_17411,1632.583546018786
2167,Order_No_23888,928.9633985317147
2168,Order_No_19412,1258.532726665818
2169,Order_No_16996,1195.7297456810916
2170,Order_No_18132,797.2993973155226
2171,Order_No_8127,1172.2976925011048
2172,Order_No_7491,1398.0662850892627
2173,Order_No_11113,922.500293837732
2174,Order_No_23426,2095.053108244233
2175,Order_No_27153,1650.30190753719
2176,Order_No_5242,2433.5708167407925
2177,Order_No_8602,2283.149923999643
2178,Order_No_9363,1448.6343853570736
2179,Order_No_13981,1109.9120704190207
2180,Order_No_6513,974.4618549396286
2181,Order_No_1027,1078.8583334782552
2182,Order_No_12745,1461.4846388152673
2183,Order_No_20160,1027.8225189163709
2184,Order_No_11461,1647.7345659392286
2185,Order_No_22626,2865.2279815394286
2186,Order_No_19672,2173.7500776618526
2187,Order_No_8299,1070.0659283354457
2188,Order_No_26611,2031.67276826211
2189,Order_No_17269,1076.8168677940632
2190,Order_No_21804,1604.3549770347865
2191,Order_No_5698,720.9004717562257
2192,Order_No_27035,1007.511770725709
2193,Order_No_17814,2052.0681828111055
2194,Order_No_12374,1332.7900007698313
2195,Order_No_280,565.0051244764651
2196,Order_No_15243,1954.3703086371067
2197,Order_No_22552,1139.086685611947
2198,Order_No_12938,1156.9726896183868
2199,Order_No_17756,1081.310920365993
2200,Order_No_9958,2244.8617835039613
2201,Order_No_21572,1404.1708586159607
2202,Order_No_13788,425.2405958164543
2203,Order_No_21698,1508.4091861889706
2204,Order_No_4568,1243.0253365986782
2205,Order_No_18326,1057.9677174170101
2206,Order_No_22621,1504.4157267537207
2207,Order_No_22518,1377.29159638678
2208,Order_No_21981,786.3710905615303
2209,Order_No_19943,2109.423981313752
2210,Order_No_1906,2016.1446765044604
2211,Order_No_27227,1449.748838442094
2212,Order_No_3704,1296.8984001713332
2213,Order_No_10015,1124.9398887887487
2214,Order_No_4591,1183.170338285592
2215,Order_No_11021,1225.8969022927
2216,Order_No_9435,2944.5463424224918
2217,Order_No_12606,1469.2087590640272
2218,Order_No_8719,1471.022676919078
2219,Order_No_20106,911.426424618109
2220,Order_No_20484,2057.646745317902
2221,Order_No_10293,4275.807975925785
2222,Order_No_10503,1073.243702606797
2223,Order_No_26562,3399.1317036361143
2224,Order_No_10494,1602.6758861487224
2225,Order_No_3451,1339.909608986863
2226,Order_No_3553,1066.888360630447
2227,Order_No_9347,1438.7728002639578
2228,Order_No_18970,1263.5687229890575
2229,Order_No_11999,942.1416024929856
2230,Order_No_19051,903.798885837308
2231,Order_No_19702,1716.064126308148
2232,Order_No_20102,2516.9304084255045
2233,Order_No_5653,2152.30119369767
2234,Order_No_10319,2443.2441494534696
2235,Order_No_26622,1292.3109978546147
2236,Order_No_18514,681.2223704787084
2237,Order_No_24105,830.184083467425
2238,Order_No_13407,783.6786482541626
2239,Order_No_6773,1198.120869823063
2240,Order_No_4090,1758.5893163564097
2241,Order_No_19925,1867.5417254913468
2242,Order_No_7374,737.6118931268691
2243,Order_No_23765,2565.016587000236
2244,Order_No_6304,1077.8055660754828
2245,Order_No_25566,1215.6829290100827
2246,Order_No_6898,2114.6123946215694
2247,Order_No_16909,1354.1612657654755
2248,Order_No_22681,1165.900354997273
2249,Order_No_10858,1258.9444183277963
2250,Order_No_8577,2065.2636339312503
2251,Order_No_21237,1356.99409142109
2252,Order_No_26568,1082.7219329134778
2253,Order_No_18310,2165.2422864291166
2254,Order_No_12882,1672.976073980903
2255,Order_No_4578,801.8813422613026
2256,Order_No_21869,1020.1424200537974
2257,Order_No_5128,1685.0736177702834
2258,Order_No_2609,1099.3000807569165
2259,Order_No_241,2217.6552926776158
2260,Order_No_4475,865.235101242767
2261,Order_No_5833,1791.8036711501059
2262,Order_No_20408,1637.8844978485174
2263,Order_No_2820,1019.4937036720435
2264,Order_No_20896,1769.8265852676961
2265,Order_No_15377,1216.69059933984
2266,Order_No_14132,1378.9088073594357
2267,Order_No_16129,1399.6392553604712
2268,Order_No_9067,2730.4188817881277
2269,Order_No_15157,1494.3108206291831
2270,Order_No_16408,1431.610124502295
2271,Order_No_5874,2949.3345413892575
2272,Order_No_21277,2561.37790965875
2273,Order_No_8317,1397.4755472393813
2274,Order_No_2834,2728.9351291367007
2275,Order_No_7905,1187.512697210063
2276,Order_No_3416,1089.2312736787912
2277,Order_No_22709,1250.8023478987336
2278,Order_No_10550,2187.3529156149652
2279,Order_No_24066,3809.990355327049
2280,Order_No_11359,1837.5350857993258
2281,Order_No_8030,1791.5001409597594
2282,Order_No_1166,2239.3714323838853
2283,Order_No_14906,2742.969809617218
2284,Order_No_9557,1679.1463777774802
2285,Order_No_7864,1324.6016631646871
2286,Order_No_944,1264.5725167681974
2287,Order_No_19029,923.993385640454
2288,Order_No_9396,2225.344888272366
2289,Order_No_6593,1618.5212155453237
2290,Order_No_13737,1618.3132049682463
2291,Order_No_5225,1628.1102747684695
2292,Order_No_8988,940.1373433866734
2293,Order_No_10010,2018.8337169714196
2294,Order_No_13725,1246.5013964291343
2295,Order_No_14420,1289.307746899568
2296,Order_No_1399,3344.650218547719
2297,Order_No_17777,1618.6881416362826
2298,Order_No_27119,1399.0406379794663
2299,Order_No_27768,1097.4111707830073
2300,Order_No_16881,2261.0074325679816
2301,Order_No_14788,2125.9289523360303
2302,Order_No_14603,1209.0317221816517
2303,Order_No_14031,779.1967609687204
2304,Order_No_9365,1215.5759986404505
2305,Order_No_23718,1429.0963786125533
2306,Order_No_12276,1134.8339907474322
2307,Order_No_17937,1119.6909839399905
2308,Order_No_27942,1073.9929500910696
2309,Order_No_8919,866.411821558822
2310,Order_No_12428,731.1334970240431
2311,Order_No_7550,1865.996386196538
2312,Order_No_12442,1032.3122066710266
2313,Order_No_25572,1184.0577911784444
2314,Order_No_24525,1215.116760859066
2315,Order_No_13063,1355.1920185164233
2316,Order_No_3122,2612.138679959302
2317,Order_No_9220,1563.5585070380764
2318,Order_No_18709,709.1774255115056
2319,Order_No_18935,855.7180881058641
2320,Order_No_17565,1156.4965725569448
2321,Order_No_6849,1036.9377291950016
2322,Order_No_1490,1272.7592958048758
2323,Order_No_25155,926.2870846218061
2324,Order_No_6053,1760.2748517745101
2325,Order_No_2767,1960.0448519838246
2326,Order_No_9943,1120.2863593363845
2327,Order_No_10518,1479.871929767554
2328,Order_No_14202,1522.6325944425726
2329,Order_No_6287,1248.6681041262423
2330,Order_No_21467,1424.6788895681598
2331,Order_No_22083,1283.8784048945895
2332,Order_No_11424,1154.540001914119
2333,Order_No_13944,1243.4884345117866
2334,Order_No_1625,1871.061663476141
2335,Order_No_5941,2186.0417697330195
2336,Order_No_7413,937.1976329232236
2337,Order_No_24095,875.8824533700229
2338,Order_No_8003,1685.4631730507149
2339,Order_No_14979,1143.159387409389
2340,Order_No_9827,1709.119165049361
2341,Order_No_1945,1081.5796946786531
2342,Order_No_8280,1727.2651681904188
2343,Order_No_22920,2669.879703719219
2344,Order_No_12485,1676.7836759597872
2345,Order_No_16059,1427.4634370066901
2346,Order_No_11664,1492.1188423931785
2347,Order_No_1794,1972.5520426638666
2348,Order_No_7099,1124.9402945750744
2349,Order_No_9324,2936.0402143855927
2350,Order_No_21112,1763.5572612988033
2351,Order_No_23293,705.6094447062476
2352,Order_No_27203,2066.818387566451
2353,Order_No_24178,2490.2684522679383
2354,Order_No_591,1295.567922662621
2355,Order_No_9437,1482.773206299506
2356,Order_No_18634,2176.049883340651
2357,Order_No_24563,2257.591300684935
2358,Order_No_19708,968.3320797696871
2359,Order_No_7490,897.9247514877026
2360,Order_No_10322,1278.8843136017606
2361,Order_No_21465,1386.600729588591
2362,Order_No_17859,1281.0955804892747
2363,Order_No_8954,1389.749328814818
2364,Order_No_14951,1046.6984860770801
2365,Order_No_17057,1476.4697736282842
2366,Order_No_27933,1346.9729876150618
2367,Order_No_27122,1326.0700604239214
2368,Order_No_7425,1319.7591513425994
2369,Order_No_9444,1436.3937490096282
2370,Order_No_15606,1170.8026817812083
2371,Order_No_20379,2947.6066735222194
2372,Order_No_484,991.2089477874856
2373,Order_No_20145,958.2618477894891
